alts,eass,gammas,phis,AP_AltLoop_Ki,AP_AltLoop_Kp,AP_ClimbRateLoop_Kp,AP_PitchLoop_Ki,AP_PitchLoop_Kp,AP_PitchLoop_Kq,AP_PwrLoop_Kp,AP_TASLoop_Ki,AP_TASLoop_Kp,ClimbRateLoop_Overshoot,ClimbRateLoop_RiseTime,ClimbRateLoop_SettlingTime,ClimbRateLoop_Peak,ClimbRateLoop_PeakTime,ClimbRateLoop_Crossover,ClimbRateLoop_Classical_GainMargin_dB,ClimbRateLoop_Classical_PhaseMargin,ClimbRateLoop_Tracking_Limit_Mag_dB,ClimbRateLoop_Noise_Rejection_Mag_dB,TASLoop_Overshoot,TASLoop_RiseTime,TASLoop_SettlingTime,TASLoop_Peak,TASLoop_PeakTime,TASLoop_Crossover,TASLoop_Classical_GainMargin_dB,TASLoop_Classical_PhaseMargin,TASLoop_Tracking_Limit_Mag_dB,TASLoop_Noise_Rejection_Mag_dB,PitchLoop_Overshoot,PitchLoop_RiseTime,PitchLoop_SettlingTime,PitchLoop_Peak,PitchLoop_PeakTime,PitchLoop_Crossover,PitchLoop_Classical_GainMargin_dB,PitchLoop_Classical_PhaseMargin,PitchLoop_Tracking_Limit_Mag_dB,PitchLoop_Noise_Rejection_Mag_dB,PitchLoop_PeakSensitivity_db,PitchLoop_PeakSensitivity_Frequency,AltLoop_Overshoot,AltLoop_RiseTime,AltLoop_SettlingTime,AltLoop_Peak,AltLoop_PeakTime,AltLoop_Crossover,AltLoop_Classical_GainMargin_dB,AltLoop_Classical_PhaseMargin,AltLoop_Tracking_Limit_Mag_dB,AltLoop_Noise_Rejection_Mag_dB,PwrLoop_Overshoot,PwrLoop_RiseTime,PwrLoop_SettlingTime,PwrLoop_Peak,PwrLoop_PeakTime,PwrLoop_Crossover,PwrLoop_Classical_GainMargin_dB,PwrLoop_Classical_PhaseMargin,PwrLoop_Tracking_Limit_Mag_dB,PwrLoop_Noise_Rejection_Mag_dB
0,8,0,0,1.67406878050306e-05,0.332331618180448,0.001,0.05,0.05,0.05,2.89781730522455e-70,0.0493983683554786,0.454516623651681,NaN,NaN,NaN,Inf,Inf,,71.4030432257231,Inf,-30.8959569053965,-31.803833808417,NaN,NaN,NaN,Inf,Inf,0.00126379088039517,37.3327253840049,90.3894895969967,19.939789833966,-19.9188491290182,41.7915940862559,6.08,66.56,1.41806232669457,15.4,0.198347638836784,35.3234653346487,29.7607129199872,26.4941498844314,-34.4752778408712,6.65625278802997,0.224522642040338,NaN,NaN,NaN,Inf,Inf,,1425.98756843763,Inf,-1228.54837542405,-1233.65191095591,NaN,NaN,NaN,Inf,Inf,,1429.26995627545,Inf,-1357.45132987809,-1360.2968998047
